Customer_id,Transaction_date,Year,Month,Quarter,Weekday,Total_amount
1657,2021-04-11,2021,4,2,6,6.591673732008658
1100,2022-07-13,2022,7,3,2,6.226536669287466
2071,2022-06-16,2022,6,2,3,6.580639137284949
1463,2020-08-26,2020,8,3,2,7.034387929915503
2774,2023-08-18,2023,8,3,4,5.746203190540153
882,2020-09-02,2020,9,3,2,6.16541785423142
1923,2020-09-16,2020,9,3,2,6.618738983517219
1464,2022-11-13,2022,11,4,6,5.556828061699537
1462,2022-04-02,2022,4,2,5,6.111467339502679
1004,2023-04-08,2023,4,2,5,6.075346031088684
889,2021-09-28,2021,9,3,1,6.042632833682381
1202,2020-09-12,2020,9,3,5,7.2196420401307355
506,2022-07-06,2022,7,3,2,5.365976015021851
2631,2021-01-20,2021,1,1,2,4.442651256490317
1585,2023-06-04,2023,6,2,6,6.53813982376767
1343,2023-09-30,2023,9,3,5,5.8944028342648505
2452,2022-05-09,2022,5,2,0,6.814542897259958
1545,2023-02-10,2023,2,1,4,6.717804695023691
943,2020-11-12,2020,11,4,3,3.912023005428146
2396,2021-05-24,2021,5,2,0,6.720220155135295
595,2020-05-07,2020,5,2,3,5.030437921392435
1746,2023-10-05,2023,10,4,3,5.863631175598097
431,2020-09-01,2020,9,3,1,6.690842277418564
2453,2022-10-10,2022,10,4,0,5.720311776607412
2475,2022-09-15,2022,9,3,3,5.978885764901122
1372,2023-12-08,2023,12,4,4,6.1675164908883415
132,2023-03-28,2023,3,1,1,5.541263545158426
1816,2020-03-10,2020,3,1,1,6.156978985585555
397,2020-08-31,2020,8,3,0,6.470799503782602
2183,2022-09-29,2022,9,3,3,5.170483995038151
2709,2023-12-25,2023,12,4,0,4.727387818712341
390,2021-06-14,2021,6,2,0,4.844187086458591
2787,2020-11-19,2020,11,4,3,6.028278520230698
2579,2022-01-08,2022,1,1,5,5.68697535633982
261,2023-08-15,2023,8,3,1,5.918893854273146
2325,2020-06-20,2020,6,2,5,6.124683390894205
2981,2021-10-07,2021,10,4,3,5.666426688112432
929,2021-04-09,2021,4,2,4,5.808142489980444
1508,2022-11-02,2022,11,4,2,4.770684624465665
1601,2021-02-23,2021,2,1,1,6.075346031088684
561,2022-08-30,2022,8,3,1,6.3473892096560105
2111,2021-01-12,2021,1,1,1,5.564520407322694
2466,2022-11-05,2022,11,4,5,6.46302945692067
119,2020-01-05,2020,1,1,6,6.716594773520978
2785,2021-04-16,2021,4,2,4,5.746203190540153
2454,2023-10-27,2023,10,4,4,3.713572066704308
797,2020-05-22,2020,5,2,4,5.666426688112432
311,2020-09-27,2020,9,3,6,6.07073772800249
2127,2021-01-20,2021,1,1,2,6.368187186350492
1433,2021-02-15,2021,2,1,0,6.373319789577012
2257,2022-12-31,2022,12,4,5,7.065613363597717
2260,2023-02-23,2023,2,1,3,4.543294782270004
740,2021-10-22,2021,10,4,4,4.110873864173311
2493,2020-04-26,2020,4,2,6,5.062595033026967
1422,2021-05-02,2021,5,2,6,7.177782416195197
697,2020-08-21,2020,8,3,4,7.034387929915503
1257,2020-09-01,2020,9,3,1,6.641182169740591
1364,2023-10-13,2023,10,4,4,6.968850378341948
1564,2020-10-19,2020,10,4,0,5.7899601708972535
488,2022-02-24,2022,2,1,3,6.516193076042964
1861,2020-12-15,2020,12,4,1,5.43372200355424
2253,2021-08-13,2021,8,3,4,6.484635235635252
220,2020-12-02,2020,12,4,2,4.859812404361672
726,2021-02-09,2021,2,1,1,5.771441123130016
1109,2021-06-23,2021,6,2,2,6.315358001522335
808,2022-04-22,2022,4,2,4,5.602118820879701
1022,2020-01-30,2020,1,1,3,5.25227342804663
174,2020-12-09,2020,12,4,2,5.855071922202427
1514,2020-06-29,2020,6,2,0,5.953243334287785
1289,2020-07-01,2020,7,3,2,5.262690188904886
2550,2020-10-17,2020,10,4,5,4.859812404361672
2395,2020-10-29,2020,10,4,3,4.653960350157523
1469,2020-04-20,2020,4,2,0,6.352629396319567
1567,2022-12-28,2022,12,4,2,5.855071922202427
558,2020-03-05,2020,3,1,3,6.652863029353347
2476,2020-05-20,2020,5,2,2,6.293419278846481
1658,2021-04-17,2021,4,2,5,6.618738983517219
1066,2022-10-05,2022,10,4,2,4.394449154672439
755,2021-11-17,2021,11,4,2,4.454347296253507
563,2021-01-06,2021,1,1,2,5.953243334287785
1712,2021-04-16,2021,4,2,4,6.3473892096560105
348,2021-09-22,2021,9,3,2,5.313205979041787
2521,2021-03-27,2021,3,1,5,5.117993812416755
897,2022-02-20,2022,2,1,6,5.855071922202427
1562,2020-01-21,2020,1,1,1,6.405228458030842
830,2021-04-02,2021,4,2,4,5.937536205082426
323,2020-07-24,2020,7,3,4,6.447305862541213
575,2023-07-05,2023,7,3,2,4.6913478822291435
1427,2020-03-19,2020,3,1,3,4.962844630259907
2486,2020-02-17,2020,2,1,0,5.820082930352362
2383,2022-04-16,2022,4,2,5,5.484796933490655
2997,2022-02-23,2022,2,1,2,6.3080984415095305
1431,2023-04-26,2023,4,2,2,6.003887067106539
1846,2022-12-10,2022,12,4,5,5.056245805348308
758,2023-07-27,2023,7,3,3,5.0369526024136295
1210,2022-03-20,2022,3,1,6,6.054439346269371
2005,2020-01-21,2020,1,1,1,6.456769655572163
2355,2022-01-18,2022,1,1,1,6.077642243349034
401,2023-01-23,2023,1,1,0,3.871201010907891
298,2023-01-10,2023,1,1,1,5.231108616854587
1409,2020-03-04,2020,3,1,2,6.481577129276431
884,2020-03-06,2020,3,1,4,6.803505257608338
1517,2022-12-24,2022,12,4,5,6.799055862058796
2647,2020-02-02,2020,2,1,6,6.903747257584598
475,2023-06-12,2023,6,2,0,4.844187086458591
2432,2021-08-27,2021,8,3,4,5.8888779583328805
194,2022-07-14,2022,7,3,3,6.880384082186005
1779,2020-06-13,2020,6,2,5,5.236441962829949
2227,2023-03-15,2023,3,1,2,6.803505257608338
1545,2022-08-05,2022,8,3,4,6.07073772800249
1119,2021-11-27,2021,11,4,5,5.262690188904886
1426,2020-04-01,2020,4,2,2,5.723585101952381
1300,2021-01-08,2021,1,1,4,6.546785410760524
856,2023-08-25,2023,8,3,4,4.976733742420574
540,2022-08-14,2022,8,3,6,5.41610040220442
2378,2020-07-10,2020,7,3,4,5.645446897643238
1189,2021-02-12,2021,2,1,4,4.143134726391533
1894,2020-08-31,2020,8,3,0,4.174387269895637
2344,2022-04-05,2022,4,2,1,3.8918202981106265
1441,2021-01-24,2021,1,1,6,4.663439094112067
190,2023-03-28,2023,3,1,1,5.771441123130016
2537,2021-05-19,2021,5,2,2,6.799055862058796
2946,2020-05-19,2020,5,2,1,3.4965075614664802
427,2022-09-27,2022,9,3,1,5.961005339623274
2599,2023-12-12,2023,12,4,1,6.47543271670409
2439,2022-07-04,2022,7,3,0,5.030437921392435
2482,2021-02-14,2021,2,1,6,5.556828061699537
895,2021-03-14,2021,3,1,6,3.8501476017100584
1505,2021-07-24,2021,7,3,5,6.194405391104672
2804,2020-08-22,2020,8,3,5,5.062595033026967
378,2020-02-01,2020,2,1,5,3.713572066704308
604,2020-07-05,2020,7,3,6,5.707110264748875
2921,2023-07-01,2023,7,3,5,5.68697535633982
606,2020-04-18,2020,4,2,5,5.771441123130016
2209,2023-05-23,2023,5,2,1,6.580639137284949
1937,2021-03-21,2021,3,1,6,5.602118820879701
640,2021-09-29,2021,9,3,2,6.342121418721152
1395,2021-04-27,2021,4,2,1,6.042632833682381
200,2020-03-01,2020,3,1,6,4.23410650459726
2164,2023-04-17,2023,4,2,0,3.295836866004329
1962,2020-07-12,2020,7,3,6,5.564520407322694
962,2020-09-01,2020,9,3,1,5.545177444479562
2840,2020-05-02,2020,5,2,5,6.315358001522335
1171,2022-02-17,2022,2,1,3,6.352629396319567
1020,2023-09-06,2023,9,3,2,4.3694478524670215
1000,2020-01-13,2020,1,1,0,6.373319789577012
2681,2022-08-17,2022,8,3,2,5.846438775057725
1149,2021-02-23,2021,2,1,1,6.26530121273771
1651,2022-10-20,2022,10,4,3,4.983606621708336
2709,2020-10-03,2020,10,4,5,6.898714534329988
584,2023-04-19,2023,4,2,2,6.428105272684596
1316,2020-03-29,2020,3,1,6,5.4680601411351315
2598,2020-10-07,2020,10,4,2,4.330733340286331
2547,2020-09-29,2020,9,3,1,5.808142489980444
1666,2022-07-03,2022,7,3,6,5.645446897643238
1489,2023-12-20,2023,12,4,2,5.056245805348308
2019,2021-04-22,2021,4,2,3,6.582025138892826
1545,2021-03-15,2021,3,1,0,4.653960350157523
2556,2021-03-09,2021,3,1,1,6.38856140554563
418,2022-02-09,2022,2,1,2,6.206575926724928
1787,2023-10-06,2023,10,4,4,6.423246963533519
2020,2021-09-29,2021,9,3,2,6.816735880594968
462,2022-04-19,2022,4,2,1,4.465908118654584
2616,2021-03-12,2021,3,1,4,6.499787040655854
1422,2020-07-31,2020,7,3,4,6.652863029353347
1922,2020-08-02,2020,8,3,6,6.0063531596017325
2528,2022-03-02,2022,3,1,2,7.177782416195197
387,2021-03-06,2021,3,1,5,5.75890177387728
1444,2021-11-08,2021,11,4,0,5.272999558563747
484,2021-02-08,2021,2,1,0,5.220355825078324
871,2021-04-18,2021,4,2,6,4.983606621708336
1286,2023-12-25,2023,12,4,0,5.652489180268651
1183,2020-11-09,2020,11,4,0,4.74493212836325
596,2020-01-18,2020,1,1,5,5.564520407322694
1658,2023-03-02,2023,3,1,3,4.844187086458591
2061,2021-01-26,2021,1,1,1,6.428105272684596
481,2023-08-03,2023,8,3,3,5.332718793265369
2878,2022-08-08,2022,8,3,0,5.1647859739235145
2187,2023-08-13,2023,8,3,6,5.666426688112432
723,2023-08-08,2023,8,3,1,6.814542897259958
2978,2022-07-27,2022,7,3,2,5.030437921392435
401,2022-07-07,2022,7,3,3,5.225746673713202
1001,2021-02-04,2021,2,1,3,6.003887067106539
781,2022-06-08,2022,6,2,2,5.176149732573829
206,2021-07-30,2021,7,3,4,5.953243334287785
630,2023-02-26,2023,2,1,6,6.501289670540389
1130,2021-03-08,2021,3,1,0,3.044522437723423
149,2022-03-24,2022,3,1,3,6.740519359606223
2769,2020-10-26,2020,10,4,0,5.062595033026967
2438,2021-02-13,2021,2,1,5,5.666426688112432
1410,2020-07-26,2020,7,3,6,4.174387269895637
1935,2020-08-12,2020,8,3,2,6.278521424165844
1110,2021-07-05,2021,7,3,0,4.727387818712341
1711,2021-07-08,2021,7,3,3,6.806829360392176
633,2023-07-09,2023,7,3,6,2.772588722239781
2072,2023-02-22,2023,2,1,2,6.53813982376767
1736,2020-03-17,2020,3,1,1,6.3473892096560105
2934,2021-09-29,2021,9,3,2,5.905361848054571
1997,2023-06-09,2023,6,2,4,4.859812404361672
2355,2021-06-01,2021,6,2,1,5.8377304471659395
937,2021-06-11,2021,6,2,4,5.983936280687191
1556,2021-01-18,2021,1,1,0,5.953243334287785
1736,2020-09-16,2020,9,3,2,6.996681488176539
1096,2021-12-16,2021,12,4,3,6.22455842927536
1968,2021-07-13,2021,7,3,1,3.9512437185814275
1896,2020-06-06,2020,6,2,5,6.647688373563329
487,2021-11-20,2021,11,4,5,4.700480365792417
2717,2022-07-10,2022,7,3,6,5.056245805348308
191,2023-07-13,2023,7,3,3,6.408528791059498
1004,2023-12-13,2023,12,4,2,5.564520407322694
1643,2020-04-29,2020,4,2,2,6.825460036255307
1439,2020-10-30,2020,10,4,4,5.43372200355424
2927,2022-06-08,2022,6,2,2,6.814542897259958
1695,2022-08-10,2022,8,3,2,6.829793737512425
2914,2023-08-03,2023,8,3,3,5.220355825078324
165,2023-07-03,2023,7,3,0,6.704414354964107
2782,2021-10-05,2021,10,4,1,5.209486152841421
922,2023-10-01,2023,10,4,6,7.172424577124845
642,2022-09-19,2022,9,3,0,6.823286122355687
1656,2023-12-14,2023,12,4,3,4.90527477843843
1655,2020-05-16,2020,5,2,5,6.447305862541213
719,2021-06-16,2021,6,2,2,4.90527477843843
300,2021-11-26,2021,11,4,4,4.51085950651685
342,2021-05-07,2021,5,2,4,6.580639137284949
1813,2023-07-28,2023,7,3,4,6.634633357861686
1637,2023-10-02,2023,10,4,0,6.124683390894205
942,2021-02-09,2021,2,1,1,5.4510384535657
854,2021-07-12,2021,7,3,0,6.089044875446846
101,2020-04-08,2020,4,2,2,6.647688373563329
1915,2021-02-05,2021,2,1,4,5.187385805840755
1354,2023-11-30,2023,11,4,3,6.582025138892826
2189,2023-10-12,2023,10,4,3,5.645446897643238
2505,2021-06-06,2021,6,2,6,3.258096538021482
1693,2022-01-02,2022,1,1,6,4.844187086458591
2270,2022-08-05,2022,8,3,4,4.553876891600541
403,2023-04-15,2023,4,2,5,6.118097198041348
202,2022-09-23,2022,9,3,4,6.806829360392176
1892,2020-09-29,2020,9,3,1,7.183111701743281
1228,2020-09-18,2020,9,3,4,6.2766434893416445
2430,2023-06-05,2023,6,2,0,6.639875833826536
2236,2022-05-01,2022,5,2,6,6.19644412779452
278,2020-04-29,2020,4,2,2,6.705639094860003
998,2023-11-17,2023,11,4,4,5.942799375126701
859,2020-07-24,2020,7,3,4,4.59511985013459
2478,2023-02-22,2023,2,1,2,5.948034989180646
2397,2020-10-12,2020,10,4,0,5.793013608384144
1011,2023-04-21,2023,4,2,4,5.54907608489522
885,2023-04-17,2023,4,2,0,6.709304340258298
724,2022-03-14,2022,3,1,0,5.953243334287785
1486,2021-03-22,2021,3,1,0,7.183111701743281
2431,2022-11-25,2022,11,4,4,6.5638555265321274
582,2021-06-30,2021,6,2,2,6.874198495453294
1875,2021-01-05,2021,1,1,1,6.484635235635252
736,2022-05-24,2022,5,2,1,5.262690188904886
306,2021-09-30,2021,9,3,3,5.556828061699537
219,2022-04-12,2022,4,2,1,7.0825485693553
820,2023-10-07,2023,10,4,5,4.74493212836325
994,2020-05-28,2020,5,2,3,3.9318256327243257
439,2023-03-13,2023,3,1,0,4.442651256490317
1594,2021-12-04,2021,12,4,5,6.546785410760524
1731,2023-01-26,2023,1,1,3,3.7612001156935624
495,2022-06-01,2022,6,2,2,4.574710978503383
189,2022-06-01,2022,6,2,2,5.209486152841421
636,2023-01-09,2023,1,1,0,7.2196420401307355
2674,2021-03-12,2021,3,1,4,5.961005339623274
2100,2021-07-07,2021,7,3,2,5.262690188904886
1661,2021-12-02,2021,12,4,3,6.849066282633458
2005,2022-08-23,2022,8,3,1,6.238324625039508
1339,2023-03-04,2023,3,1,5,4.174387269895637
1885,2022-07-03,2022,7,3,6,6.849066282633458
2535,2021-08-02,2021,8,3,0,4.7535901911063645
2849,2020-09-26,2020,9,3,5,4.442651256490317
1950,2022-05-14,2022,5,2,5,5.153291594497779
1289,2023-06-10,2023,6,2,5,5.288267030694535
1381,2021-09-17,2021,9,3,4,4.330733340286331
354,2023-07-30,2023,7,3,6,5.442417710521793
1615,2021-06-01,2021,6,2,1,5.53338948872752
1024,2020-11-22,2020,11,4,6,5.53338948872752
2524,2022-09-16,2022,9,3,4,5.342334251964811
2671,2021-04-16,2021,4,2,4,5.713732805509369
227,2020-07-05,2020,7,3,6,6.326149473155099
1721,2022-03-12,2022,3,1,5,4.624972813284271
266,2021-09-09,2021,9,3,3,5.8998973535824915
1192,2021-08-13,2021,8,3,4,6.679599185844383
1315,2020-07-07,2020,7,3,1,4.912654885736052
2796,2020-03-02,2020,3,1,0,6.352629396319567
2314,2022-12-22,2022,12,4,3,5.497168225293202
2757,2023-02-03,2023,2,1,4,6.3473892096560105
2969,2023-05-16,2023,5,2,1,3.4657359027997265
244,2022-03-18,2022,3,1,4,6.206575926724928
609,2021-01-13,2021,1,1,2,6.331501849893691
142,2021-03-28,2021,3,1,6,5.945420608606575
747,2020-09-05,2020,9,3,5,5.017279836814924
1585,2020-01-29,2020,1,1,2,3.8918202981106265
1425,2020-11-19,2020,11,4,3,4.442651256490317
959,2021-12-06,2021,12,4,0,5.820082930352362
1714,2021-02-13,2021,2,1,5,4.060443010546419
1632,2023-10-22,2023,10,4,6,3.6375861597263857
2814,2021-11-05,2021,11,4,4,4.51085950651685
1061,2021-08-30,2021,8,3,0,6.447305862541213
1154,2023-12-17,2023,12,4,6,6.246106765481563
1416,2021-07-20,2021,7,3,1,6.3561076606958915
1323,2021-12-13,2021,12,4,0,5.8664680569332965
1725,2022-04-06,2022,4,2,2,7.023758954738443
2908,2020-11-25,2020,11,4,2,5.645446897643238
2971,2021-10-18,2021,10,4,0,5.953243334287785
125,2021-10-14,2021,10,4,3,2.772588722239781
1969,2022-12-17,2022,12,4,5,5.056245805348308
2924,2021-07-11,2021,7,3,6,6.582025138892826
2707,2022-08-25,2022,8,3,3,5.707110264748875
784,2023-03-16,2023,3,1,3,7.003065458786462
1371,2022-09-04,2022,9,3,6,7.034387929915503
1847,2023-02-14,2023,2,1,1,6.021023349349527
209,2022-09-16,2022,9,3,4,7.076653815443951
2263,2022-08-12,2022,8,3,4,6.030685260261263
1180,2020-01-02,2020,1,1,3,6.07073772800249
921,2022-03-19,2022,3,1,5,6.957497370876951
1394,2020-01-10,2020,1,1,4,6.53813982376767
2129,2020-08-19,2020,8,3,2,5.056245805348308
1568,2021-05-07,2021,5,2,4,6.810142450115136
2499,2023-12-31,2023,12,4,6,6.493753839851686
1339,2022-11-28,2022,11,4,0,5.602118820879701
2027,2023-08-19,2023,8,3,5,5.953243334287785
954,2023-05-12,2023,5,2,4,6.957497370876951
1205,2022-01-05,2022,1,1,2,5.111987788356544
473,2020-04-15,2020,4,2,2,4.653960350157523
500,2022-04-01,2022,4,2,4,4.330733340286331
820,2021-04-08,2021,4,2,3,3.828641396489095
273,2023-06-09,2023,6,2,4,4.762173934797756
1967,2023-02-26,2023,2,1,6,3.7612001156935624
2108,2021-05-19,2021,5,2,2,7.065613363597717
1737,2021-12-26,2021,12,4,6,7.0587581525186645
1117,2020-06-09,2020,6,2,1,7.188412736496954
629,2023-04-03,2023,4,2,0,5.231108616854587
1717,2023-11-19,2023,11,4,6,6.844815479208263
2271,2023-03-03,2023,3,1,4,3.828641396489095
564,2023-03-05,2023,3,1,6,5.389071729816501
1649,2022-12-10,2022,12,4,5,4.74493212836325
2803,2022-11-17,2022,11,4,3,6.874198495453294
2632,2021-12-27,2021,12,4,0,6.0844994130751715
2809,2023-12-11,2023,12,4,0,5.8805329864007
765,2020-11-05,2020,11,4,3,7.065613363597717
2682,2021-02-16,2021,2,1,1,4.912654885736052
480,2023-10-10,2023,10,4,1,6.3784261836515865
1184,2021-02-06,2021,2,1,5,6.411818267709897
2350,2023-09-13,2023,9,3,2,6.028278520230698
2904,2022-02-16,2022,2,1,2,5.802118375377063
1524,2020-08-02,2020,8,3,6,6.726233402358747
2139,2022-06-03,2022,6,2,4,5.342334251964811
1350,2022-09-23,2022,9,3,4,6.859614903654202
1396,2022-08-05,2022,8,3,4,6.740519359606223
2574,2020-02-13,2020,2,1,3,4.290459441148391
364,2022-10-16,2022,10,4,6,5.231108616854587
913,2023-05-14,2023,5,2,6,6.311734809152915
1326,2021-08-09,2021,8,3,0,6.47543271670409
923,2023-10-22,2023,10,4,6,6.602587892189336
930,2021-12-09,2021,12,4,3,5.198497031265826
2375,2022-03-24,2022,3,1,3,4.02535169073515
1704,2021-07-31,2021,7,3,5,6.6293632534374485
112,2021-05-15,2021,5,2,5,6.089044875446846
794,2023-03-05,2023,3,1,6,3.4657359027997265
1812,2020-03-29,2020,3,1,6,3.784189633918261
2243,2023-02-17,2023,2,1,4,5.937536205082426
138,2022-09-16,2022,9,3,4,4.976733742420574
2642,2023-07-30,2023,7,3,6,5.666426688112432
2991,2023-07-18,2023,7,3,1,3.9889840465642745
2121,2023-11-13,2023,11,4,0,6.329720905522696
2535,2022-09-30,2022,9,3,4,5.017279836814924
2544,2022-07-12,2022,7,3,1,6.444131256700441
1401,2023-12-02,2023,12,4,5,6.293419278846481
2907,2022-10-27,2022,10,4,3,6.0844994130751715
258,2021-04-07,2021,4,2,2,7.007600613951853
1832,2022-03-26,2022,3,1,5,4.189654742026425
105,2021-06-12,2021,6,2,5,6.501289670540389
2160,2022-05-13,2022,5,2,4,5.583496308781699
1760,2022-01-28,2022,1,1,4,4.418840607796598
208,2022-07-02,2022,7,3,5,5.723585101952381
1339,2022-12-30,2022,12,4,4,6.841615476477592
2228,2021-02-17,2021,2,1,2,5.808142489980444
1982,2022-03-18,2022,3,1,4,6.315358001522335
2546,2023-04-07,2023,4,2,4,6.493753839851686
448,2020-07-08,2020,7,3,2,6.717804695023691
679,2020-02-21,2020,2,1,4,4.976733742420574
2807,2022-02-03,2022,2,1,3,5.961005339623274
2663,2022-04-23,2022,4,2,5,5.616771097666572
2959,2021-09-10,2021,9,3,4,5.983936280687191
932,2023-08-22,2023,8,3,1,6.692083742506628
2209,2023-03-14,2023,3,1,1,6.78332520060396
1538,2022-11-11,2022,11,4,4,5.375278407684165
2309,2023-04-02,2023,4,2,6,6.660575149839686
1753,2022-07-16,2022,7,3,5,3.970291913552122
2699,2020-08-24,2020,8,3,0,6.2324480165505225
311,2022-08-09,2022,8,3,1,5.942799375126701
2198,2022-07-08,2022,7,3,4,6.111467339502679
681,2022-08-06,2022,8,3,5,4.795790545596741
161,2021-09-03,2021,9,3,4,6.293419278846481
1227,2021-12-01,2021,12,4,2,6.285998094508865
240,2022-10-10,2022,10,4,0,6.003887067106539
2264,2023-09-28,2023,9,3,3,6.970730078143525
1899,2022-02-17,2022,2,1,3,5.442417710521793
1158,2023-04-10,2023,4,2,0,6.437751649736401
1349,2021-04-14,2021,4,2,2,4.51085950651685
2695,2022-01-10,2022,1,1,0,4.2626798770413155
1909,2020-09-30,2020,9,3,2,6.716594773520978
2527,2021-08-13,2021,8,3,4,6.587550014824796
1078,2023-06-07,2023,6,2,2,4.897839799950911
1541,2020-04-05,2020,4,2,6,4.663439094112067
1945,2023-12-07,2023,12,4,3,6.582025138892826
1322,2021-05-15,2021,5,2,5,4.110873864173311
304,2021-11-12,2021,11,4,4,6.501289670540389
1057,2023-03-08,2023,3,1,2,6.480044561926653
1806,2022-08-02,2022,8,3,1,6.293419278846481
1949,2020-11-04,2020,11,4,2,5.517452896464707
2914,2022-11-22,2022,11,4,1,6.803505257608338
2281,2020-08-10,2020,8,3,0,6.501289670540389
578,2020-02-25,2020,2,1,1,6.470799503782602
2466,2021-05-30,2021,5,2,6,6.470799503782602
2497,2020-03-20,2020,3,1,4,5.1298987149230735
2692,2023-02-19,2023,2,1,6,6.169610732491456
1074,2023-07-10,2023,7,3,0,6.71295620067707
1181,2023-08-29,2023,8,3,1,6.373319789577012
2430,2020-12-09,2020,12,4,2,6.586171654854675
1931,2022-06-11,2022,6,2,5,5.497168225293202
2448,2023-05-11,2023,5,2,3,5.783825182329737
2169,2023-09-25,2023,9,3,0,6.734591659972948
1765,2023-01-12,2023,1,1,3,5.840641657373398
182,2021-12-24,2021,12,4,4,6.546785410760524
594,2021-05-02,2021,5,2,6,6.86171134048073
2343,2022-02-20,2022,2,1,6,6.964135612418245
2350,2022-05-24,2022,5,2,1,6.716594773520978
521,2022-02-08,2022,2,1,1,3.367295829986474
786,2022-11-12,2022,11,4,5,6.077642243349034
2169,2022-01-13,2022,1,1,3,6.3835066348840055
1183,2022-06-03,2022,6,2,4,7.0707241072602764
314,2022-03-22,2022,3,1,1,5.953243334287785
268,2021-01-15,2021,1,1,4,6.683360945766275
104,2023-05-13,2023,5,2,5,5.37989735354046
187,2022-12-27,2022,12,4,1,4.276666119016055
965,2021-05-29,2021,5,2,5,5.8888779583328805
1990,2021-04-06,2021,4,2,1,4.248495242049359
2725,2021-04-26,2021,4,2,0,5.545177444479562
142,2021-07-27,2021,7,3,1,4.912654885736052
969,2021-03-01,2021,3,1,0,4.7535901911063645
1993,2020-07-04,2020,7,3,5,3.6635616461296463
722,2021-04-29,2021,4,2,3,6.970730078143525
2343,2021-01-12,2021,1,1,1,6.398594934535208
1207,2021-08-11,2021,8,3,2,5.602118820879701
1230,2022-03-01,2022,3,1,1,4.787491742782046
2764,2022-05-02,2022,5,2,0,5.278114659230517
2958,2023-06-29,2023,6,2,3,5.407171771460119
2653,2022-04-06,2022,4,2,2,5.241747015059643
535,2021-11-07,2021,11,4,6,3.8918202981106265
2957,2020-05-27,2020,5,2,2,5.209486152841421
2100,2022-02-04,2022,2,1,4,3.9512437185814275
2109,2021-02-13,2021,2,1,5,3.828641396489095
2111,2023-07-03,2023,7,3,0,5.484796933490655
2324,2021-04-17,2021,4,2,5,4.941642422609304
1359,2020-01-22,2020,1,1,2,6.3561076606958915
1037,2023-05-10,2023,5,2,2,5.808142489980444
653,2021-01-31,2021,1,1,6,4.897839799950911
1772,2023-02-03,2023,2,1,4,5.081404364984463
2024,2023-08-24,2023,8,3,3,5.017279836814924
2258,2022-09-03,2022,9,3,5,6.698268054115413
1219,2021-09-02,2021,9,3,3,4.74493212836325
2516,2021-02-23,2021,2,1,1,6.133398042996649
610,2022-08-11,2022,8,3,3,5.991464547107982
744,2023-02-21,2023,2,1,1,5.407171771460119
2884,2021-03-01,2021,3,1,0,5.82600010738045
966,2021-04-30,2021,4,2,4,6.601230118728877
1381,2021-11-03,2021,11,4,2,3.2188758248682006
1369,2022-08-24,2022,8,3,2,5.8888779583328805
1978,2021-02-15,2021,2,1,0,6.638567789166521
1406,2020-01-23,2020,1,1,3,5.017279836814924
2915,2021-05-23,2021,5,2,6,5.541263545158426
1469,2023-05-02,2023,5,2,1,5.556828061699537
1625,2020-11-04,2020,11,4,2,5.961005339623274
1389,2022-10-28,2022,10,4,4,4.844187086458591
1406,2021-03-30,2021,3,1,1,4.653960350157523
358,2023-05-23,2023,5,2,1,5.54907608489522
1021,2021-12-14,2021,12,4,1,5.786897381366708
730,2020-10-03,2020,10,4,5,5.41610040220442
2012,2022-09-30,2022,9,3,4,6.175867270105761
2594,2022-01-31,2022,1,1,0,4.564348191467836
608,2020-08-23,2020,8,3,6,5.8805329864007
1525,2021-10-01,2021,10,4,4,4.653960350157523
898,2022-06-22,2022,6,2,2,6.270988431858299
568,2021-01-06,2021,1,1,2,4.663439094112067
1012,2022-09-17,2022,9,3,5,4.9344739331306915
1945,2020-08-06,2020,8,3,3,5.056245805348308
1610,2021-03-18,2021,3,1,3,5.220355825078324
696,2021-02-11,2021,2,1,3,6.075346031088684
1244,2023-12-26,2023,12,4,1,5.802118375377063
373,2022-09-02,2022,9,3,4,6.326149473155099
2813,2020-12-30,2020,12,4,2,6.628041376179533
1986,2022-06-19,2022,6,2,6,6.734591659972948
1777,2023-10-21,2023,10,4,5,5.2832037287379885
1553,2022-09-22,2022,9,3,3,5.231108616854587
998,2023-10-06,2023,10,4,4,5.771441123130016
2389,2022-11-01,2022,11,4,1,5.0238805208462765
2677,2022-05-06,2022,5,2,4,6.569481420414296
2253,2023-05-17,2023,5,2,2,4.727387818712341
2732,2023-09-10,2023,9,3,6,5.342334251964811
629,2022-01-28,2022,1,1,4,6.0063531596017325
592,2021-05-03,2021,5,2,0,5.755742213586912
800,2020-04-25,2020,4,2,5,6.444131256700441
665,2020-03-25,2020,3,1,2,4.74493212836325
1722,2022-04-16,2022,4,2,5,6.508769136971682
2706,2020-08-24,2020,8,3,0,5.720311776607412
2838,2020-09-08,2020,9,3,1,6.806829360392176
2423,2020-04-16,2020,4,2,3,6.964135612418245
534,2021-01-30,2021,1,1,5,6.769641976852503
1815,2020-10-09,2020,10,4,4,6.806829360392176
113,2021-07-13,2021,7,3,1,4.844187086458591
1148,2020-06-15,2020,6,2,0,5.5093883366279774
2437,2022-07-23,2022,7,3,5,6.852242569051878
2116,2020-11-11,2020,11,4,2,4.7535901911063645
2618,2022-05-12,2022,5,2,3,4.990432586778736
288,2020-09-29,2020,9,3,1,4.6443908991413725
887,2022-09-12,2022,9,3,0,5.720311776607412
1450,2023-06-27,2023,6,2,1,5.746203190540153
588,2021-03-16,2021,3,1,1,6.5722825426940075
